769633.583,596791.817,1436
766519.896,596760.994,1196
763622.009,596730.172,1526
765255.924,596699.349,1171
766889.839,596668.527,1200
768523.754,596637.704,1411
770157.669,596606.882,1327
771791.585,596576.059,1344
773425.5,596545.237,1255
775059.415,596514.415,1276
776693.33,596483.592,1091
778327.245,596452.77,981
779961.161,596421.947,836
752400.402,596360.302,1546
754034.317,596329.48,1298
755668.233,596298.657,1441
757302.148,596267.835,1732
758936.063,596237.012,1640
760569.978,596206.19,1746
762203.893,596175.367,1702
763837.809,596144.545,1455
765471.724,596113.722,1456
767105.639,596082.9,1031
768739.554,596052.077,1235
770373.47,596021.255,1288
772007.385,595990.432,1417
773641.3,595959.61,1136
775275.215,595928.787,1003
776909.13,595897.965,1113
778543.046,595867.143,897
750982.287,595805.498,1904
752616.202,595774.675,1582
754250.117,595743.853,1326
755884.033,595713.03,1315
757517.948,595682.208,1677
759151.863,595651.385,1403
760785.778,595620.563,1718
762419.694,595589.74,1664
764053.609,595558.918,1478
765687.524,595528.095,1444
767321.439,595497.273,994
768955.354,595466.45,1058
770589.27,595435.628,1030
772223.185,595404.805,1328
773857.1,595373.983,1041
775491.015,595343.16,1038
777124.93,595312.338,941
778758.846,595281.515,823
751198.087,595219.871,1943
752832.002,595189.048,1620
754465.918,595158.226,1285
756099.833,595127.403,1236
757733.748,595096.581,1509
759367.663,595065.758,1449
761001.578,595034.936,1871
762635.494,595004.113,1547
764269.409,594973.291,1660
765903.324,594942.468,1192
767537.239,594911.646,1241
769171.155,594880.823,868
770805.07,594850.001,1243
772438.985,594819.178,1125
774072.9,594788.356,741
775706.815,594757.533,1081
777340.731,594726.711,1019
778974.646,594695.888,725
751413.887,594634.243,2002
753047.803,594603.421,1665
754681.718,594572.598,1251
756315.633,594541.776,1097
757949.548,594510.954,1368
759583.463,594480.131,1621
761217.379,594449.309,1957
762851.294,594418.486,1882
764485.209,594387.664,1722
766119.124,594356.841,1136
767753.039,594326.019,1188
769386.955,594295.196,916
771020.87,594264.374,1081
772654.785,594233.551,998
774288.7,594202.729,837
775922.616,594171.906,911
777556.531,594141.084,955
779190.446,594110.261,777
751629.687,594048.616,2007
753263.603,594017.794,1561
754897.518,593986.971,1318
756531.433,593956.149,1051
758165.348,593925.326,1190
759799.264,593894.504,1589
761433.179,593863.682,1713
763067.094,593832.859,1784
764701.009,593802.037,1430
766334.924,593771.214,1271
767968.84,593740.392,1434
769602.755,593709.569,1003
771236.67,593678.747,1024
772870.585,593647.924,804
774504.5,593617.102,852
776138.416,593586.279,757
777772.331,593555.457,890
779406.246,593524.634,768
751845.488,593462.989,2027
753479.403,593432.167,1519
755113.318,593401.344,1374
756747.233,593370.522,1033
758381.148,593339.699,1236
760015.064,593308.877,1666
761648.979,593278.054,1760
763282.894,593247.232,1657
764916.809,593216.41,1304
766550.724,593185.587,1489
768184.64,593154.765,1215
769818.555,593123.942,827
771452.47,593093.12,753
773086.385,593062.297,632
774720.301,593031.475,832
776354.216,593000.652,664
777988.131,592969.83,883
779622.046,592939.007,702
752061.288,592877.362,1925
753695.203,592846.54,1562
755329.118,592815.717,1493
756963.033,592784.895,1026
758596.949,592754.072,1508
760230.864,592723.25,1345
761864.779,592692.427,1992
763498.694,592661.605,1658
765132.609,592630.782,1411
766766.525,592599.96,1674
768400.44,592569.138,1346
770034.355,592538.315,868
771668.27,592507.493,568
773302.185,592476.67,528
774936.101,592445.848,761
776570.016,592415.025,626
778203.931,592384.203,821
779837.846,592353.38,808
752277.088,592291.735,1814
753911.003,592260.913,1582
755544.918,592230.09,1342
757178.833,592199.268,1041
758812.749,592168.445,1518
760446.664,592137.623,1347
762080.579,592106.8,1960
763714.494,592075.978,1791
765348.41,592045.155,1507
766982.325,592014.333,1340
768616.24,591983.51,1395
770250.155,591952.688,1106
771884.07,591921.866,558
773517.986,591891.043,609
775151.901,591860.221,734
776785.816,591829.398,551
778419.731,591798.576,653
780053.646,591767.753,729
752492.888,591706.108,1868
754126.803,591675.286,1697
755760.718,591644.463,1207
757394.634,591613.641,1151
759028.549,591582.818,1243
760662.464,591551.996,1668
762296.379,591521.173,1950
763930.294,591490.351,1586
765564.21,591459.528,1282
767198.125,591428.706,1337
768832.04,591397.883,1160
770465.955,591367.061,863
772099.87,591336.238,555
773733.786,591305.416,612
775367.701,591274.594,664
777001.616,591243.771,532
778635.531,591212.949,615
751074.773,591151.304,1731
752708.688,591120.481,1831
754342.603,591089.659,1559
755976.518,591058.836,956
757610.434,591028.014,1091
759244.349,590997.191,1173
760878.264,590966.369,1561
762512.179,590935.546,1950
764146.095,590904.724,1583
765780.01,590873.901,1156
767413.925,590843.079,1383
769047.84,590812.256,1062
770681.755,590781.434,770
772315.671,590750.611,529
773949.586,590719.789,518
775583.501,590688.966,649
777155.759,590658.144,501
778758.846,590627.321,574
751136.43,590565.677,1670
752739.517,590534.854,1748
754373.432,590504.032,1372
756007.347,590473.209,977
757641.262,590442.387,1031
759275.177,590411.564,1361
760909.093,590380.742,1618
762543.008,590349.919,1618
764176.923,590319.097,1382
765810.838,590288.274,1150
767444.754,590257.452,1270
769078.669,590226.629,985
770712.584,590195.807,643
772346.499,590164.984,581
773980.414,590134.162,436
775614.33,590103.339,553
777248.245,590072.517,552
778882.16,590041.694,671
751321.402,589980.049,1641
752955.317,589949.227,1726
754589.232,589918.405,1143
756223.147,589887.582,880
757857.062,589856.76,1179
759490.978,589825.937,1608
761124.893,589795.115,1673
762758.808,589764.292,1621
764392.723,589733.47,1416
766026.638,589702.647,1173
767660.554,589671.825,1156
769294.469,589641.002,795
770928.384,589610.18,817
772562.299,589579.357,577
774196.215,589548.535,486
775830.13,589517.712,540
777464.045,589486.89,479
779097.96,589456.067,512
751537.202,589394.422,1504
753171.117,589363.6,1699
754805.032,589332.777,986
756438.947,589301.955,1004
758072.863,589271.133,1328
759706.778,589240.31,1784
